RowID,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,,,,
70349,Gujarat,JUNAGADH,2016,Rabi       ,Other  Rabi pulses,100,100,,,,
70350,Chhattisgarh,BILASPUR,2011,Whole Year ,Dry chillies,814,443,,,,
70351,Karnataka,MANDYA,2011,Summer     ,Maize,71,179,,,,
70352,Karnataka,BANGALORE RURAL,2012,Kharif     ,Horse-gram,7914,6270,,,,
70353,Karnataka,BELGAUM,2016,Whole Year ,Garlic,665,3319,,,,
70354,Andhra Pradesh,KADAPA,2020,Kharif     ,Papaya,1674,181328,,,,
70355,Tamil Nadu,THIRUVALLUR,2020,Kharif     ,Horse-gram,36,14,,,,
70356,Gujarat,VADODARA,2015,Rabi       ,Rapeseed &Mustard,700,1100,,,,
70357,Jammu and Kashmir ,REASI,2016,Rabi       ,Barley,233,213.6,,,,
70358,Karnataka,CHIKMAGALUR,2010,Whole Year ,Mango,1759,22753,,,,
70359,Gujarat,NAVSARI,2018,Whole Year ,Dry chillies,200,200,,,,
70360,Uttar Pradesh,SAHARANPUR,2010,Kharif     ,Cotton(lint),163,188,,,,
70361,Maharashtra,NANDED,2015,Summer     ,Maize,1,1,,,,
70362,Bihar,LAKHISARAI,2016,Kharif     ,Potato,21,158,,,,
70363,Tamil Nadu,SALEM,2016,Kharif     ,Rice,29929,120383,,,,
70364,Punjab,MANSA,2020,Kharif     ,Guar seed,2900,2900,,,,
70365,Karnataka,SHIMOGA,2018,Whole Year ,Cardamom,412,69,,,,
70366,Uttar Pradesh,CHANDAULI,2017,Rabi       ,Linseed,964,326,,,,
70367,Odisha,SONEPUR,2020,Winter     ,Moong(Green Gram),2171,677.4,,,,
70368,Haryana,REWARI,2018,Kharif     ,Groundnut,67,0,,,,
70369,Uttar Pradesh,BUDAUN,2017,Rabi       ,Potato,15108,367638,,,,
70370,Gujarat,PANCH MAHALS,2015,Summer     ,Groundnut,3500,4500,,,,
70371,Uttar Pradesh,LALITPUR,2019,Kharif     ,Moong(Green Gram),4421,2741,,,,
70372,Uttar Pradesh,AMBEDKAR NAGAR,2015,Rabi       ,Potato,4402,57772,,,,
70373,Uttar Pradesh,GHAZIABAD,2008,Kharif     ,Bajra,976,1251,,,,
70374,Madhya Pradesh,SHIVPURI,2011,Rabi       ,Barley,1881,3313,,,,
70375,Uttar Pradesh,ETAWAH,2021,Rabi       ,Peas & beans (Pulses),177,310,,,,
70376,Gujarat,SABAR KANTHA,2008,Kharif     ,Sesamum,5500,1900,,,,
70377,Uttar Pradesh,JALAUN,2020,Kharif     ,Bajra,13111,23399,,,,
70378,Gujarat,SURENDRANAGAR,2017,Summer     ,Groundnut,300,700,,,,
70379,Odisha,BALESHWAR,2011,Whole Year ,Turmeric,900,2150,,,,
70380,Telangana ,WARANGAL,2005,Rabi       ,Gram,900,100,,,,
70381,Maharashtra,HINGOLI,2020,Whole Year ,Sugarcane,9000,678500,,,,
70382,Karnataka,KODAGU,2018,Summer     ,Maize,130,442,,,,
70383,Uttar Pradesh,CHITRAKOOT,2017,Kharif     ,Rice,7026,3864,,,,
70384,West Bengal,PURULIA,2010,Kharif     ,Jowar,54,160,,,,
70385,Madhya Pradesh,BHIND,2006,Kharif     ,Rice,13900,8900,,,,
70386,Odisha,MAYURBHANJ,2011,Rabi       ,Niger seed,3500,1020,,,,
70387,Nagaland,MOKOKCHUNG,2016,Kharif     ,Rice,15930,30170,,,,
70388,Assam,KAMRUP METRO,2022,Summer     ,Paddy,7967,23766,,,,
70389,Manipur,BISHNUPUR,2009,Kharif     ,Peas & beans (Pulses),170,80,,,,
70390,Himachal Pradesh,CHAMBA,2009,Kharif     ,Horse-gram,281,119,,,,
70391,Telangana ,NIZAMABAD,2021,Kharif     ,Arhar/Tur,3630,2073,,,,
70392,Assam,DIMA HASAO,2014,Rabi       ,Linseed,4,2,,,,
70393,Tamil Nadu,VIRUDHUNAGAR,2013,Whole Year ,Onion,1153,4925,,,,
70394,Uttar Pradesh,SULTANPUR,2009,Kharif     ,Moong(Green Gram),137,38,,,,
70395,Assam,GOALPARA,2007,Kharif     ,Small millets,730,292,,,,
70396,Chhattisgarh,BALOD,2020,Rabi       ,Linseed,4276,1707,,,,
70397,Jharkhand,SAHEBGANJ,2013,Rabi       ,Arhar/Tur,242.76,231.84,,,,
70398,Madhya Pradesh,SEONI,2014,Whole Year ,Dry chillies,253,114,,,,
70399,Karnataka,GADAG,2006,Kharif     ,Sesamum,2082,843,,,,
70400,Bihar,ARARIA,2006,Kharif     ,Blackgram,1174,881,,,,
70401,Jharkhand,WEST SINGHBHUM,2011,Rabi       ,Gram,227.47,158.55,,,,
70402,Karnataka,UDUPI,2018,Summer     ,Maize,3,10,,,,
70403,Uttar Pradesh,MAINPURI,2021,Kharif     ,Sugarcane,547,26252,,,,
70404,Madhya Pradesh,BETUL,2018,Whole Year ,Coriander,629,184,,,,
70405,Tamil Nadu,KANNIYAKUMARI,2015,Whole Year ,Cotton(lint),10,17,,,,
70406,Meghalaya,EAST GARO HILLS,2013,Whole Year ,Dry chillies,332,197,,,,
70407,Madhya Pradesh,JHABUA,2010,Whole Year ,Garlic,122,256,,,,
70408,Kerala,MALAPPURAM,2022,Whole Year ,Cardamom,70,2,,,,
70409,Uttar Pradesh,JHANSI,2005,Kharif     ,Total foodgrain,357382,471382,,,,
70410,West Bengal,JALPAIGURI,2011,Kharif     ,Dry ginger,1220,2300,,,,
70411,Bihar,MADHUBANI,2021,Whole Year ,Sugarcane,73,4144,,,,
70412,Gujarat,RAJKOT,2018,Summer     ,Bajra,1000,2600,,,,
70413,Uttar Pradesh,BAGHPAT,2005,Rabi       ,Rapeseed &Mustard,1220,1351,,,,
70414,Telangana ,MAHBUBNAGAR,2006,Kharif     ,Urad,1300,400,,,,
70415,Tamil Nadu,CUDDALORE,2005,Whole Year ,Sugarcane,23826,28322000,,,,
70416,Uttar Pradesh,SULTANPUR,2020,Kharif     ,Sesamum,291,54,,,,
70417,Odisha,ANUGUL,2009,Whole Year ,Garlic,1210,3840,,,,
70418,Uttar Pradesh,GORAKHPUR,2017,Summer     ,Onion,129,1792,,,,
70419,Assam,KOKRAJHAR,2006,Whole Year ,Onion,270,756,,,,
70420,Uttar Pradesh,JHANSI,2011,Rabi       ,Gram,66292,66993,,,,
70421,Bihar,MUZAFFARPUR,2006,Whole Year ,Coriander,120,52,,,,
70422,Uttarakhand,ALMORA,2016,Rabi       ,Masoor,1055,285,,,,
70423,Assam,GOALPARA,2021,Whole Year ,Banana,3800,74047,,,,
70424,West Bengal,24 PARAGANAS NORTH,2016,Winter     ,Rice,157226,406213,,,,
70425,Uttar Pradesh,BULANDSHAHR,2020,Kharif     ,Dry chillies,347,279,,,,
70426,Maharashtra,HINGOLI,2020,Kharif     ,Sunflower,100,40,,,,
70427,Assam,UDALGURI,2016,Autumn     ,Rice,24870,28900,,,,
70428,Kerala,WAYANAD,2019,Whole Year ,Sugarcane,3.08,0,,,,
70429,Tamil Nadu,NAMAKKAL,2009,Kharif     ,Sunflower,526,850,,,,
70430,Kerala,KOLLAM,2009,Whole Year ,Coconut ,74956,425000000,,,,
70431,Karnataka,MYSORE,2013,Summer     ,Sunflower,23,18,,,,
70432,Madhya Pradesh,RAISEN,2020,Whole Year ,Garlic,130,312,,,,
70433,Nagaland,MON,2018,Rabi       ,Rice,350,840,,,,
70434,Tamil Nadu,MADURAI,2012,Kharif     ,Maize,826,1657,,,,
70435,Nagaland,PHEK,2019,Kharif     ,Arhar/Tur,370,320,,,,
70436,Bihar,NALANDA,2007,Summer     ,Rice,1,2,,,,
70437,Madhya Pradesh,INDORE,2020,Rabi       ,Wheat,118434,582817,,,,
70438,Uttar Pradesh,FARRUKHABAD,2017,Kharif     ,Sesamum,1574,164,,,,
70439,Assam,KOKRAJHAR,2017,Rabi       ,Banana,1298,20053,,,,
70440,Chhattisgarh,SURGUJA,2020,Whole Year ,Onion,462,1502,,,,
70441,West Bengal,BARDHAMAN,2018,Autumn     ,Groundnut,60,60,,,,
70442,Meghalaya,EAST GARO HILLS,2017,Kharif     ,Jute,210,1338,,,,
70443,Telangana ,NIZAMABAD,2021,Whole Year ,Safflower,2284,1608,,,,
70444,Maharashtra,NAGPUR,2007,Kharif     ,Rice,37300,41500,,,,
70445,Uttar Pradesh,KHERI,2018,Summer     ,Urad,214,121,,,,
70446,Meghalaya,WEST KHASI HILLS,2007,Whole Year ,Potato,6581,41547,,,,
70447,Uttar Pradesh,BARABANKI,2014,Whole Year ,Coriander,679,353,,,,
70448,Kerala,PALAKKAD,2015,Kharif     ,Ragi,260,210,,,,
70449,Odisha,KENDRAPARA,2007,Rabi       ,Horse-gram,1830,710,,,,
70450,Rajasthan,KOTA,2015,Rabi       ,Wheat,110050,398747,,,,
70451,Bihar,ARARIA,2008,Rabi       ,Linseed,1949,1263,,,,
70452,West Bengal,MEDINIPUR EAST,2012,Whole Year ,Sesamum,657,489,,,,
70453,Mizoram,AIZAWL,2015,Kharif     ,other oilseeds,832,119,,,,
70454,Uttar Pradesh,AMBEDKAR NAGAR,2005,Kharif     ,Moong(Green Gram),5,1,,,,
70455,Uttar Pradesh,MAINPURI,2018,Kharif     ,Arhar/Tur,980,670,,,,
70456,Maharashtra,PARBHANI,2011,Rabi       ,Linseed,1400,300,,,,
70457,Madhya Pradesh,SHEOPUR,2015,Rabi       ,Peas & beans (Pulses),13,8,,,,
70458,Chhattisgarh,KOREA,2019,Rabi       ,Gram,430,311,,,,
70459,Telangana ,KARIMNAGAR,2017,Rabi       ,Arhar/Tur,920,675,,,,
70460,Punjab,SANGRUR,2009,Rabi       ,Rapeseed &Mustard,300,400,,,,
70461,Assam,KAMRUP METRO,2019,Kharif     ,Jute,47,436,,,,
70462,Andhra Pradesh,WEST GODAVARI,2017,Rabi       ,Maize,44669,311209,,,,
70463,Bihar,DARBHANGA,2016,Kharif     ,Potato,285,1824,,,,
70464,Maharashtra,PUNE,2020,Kharif     ,Bajra,36000,16700,,,,
70465,Tamil Nadu,THIRUVALLUR,2013,Kharif     ,Sunflower,161,200,,,,
70466,Chhattisgarh,KABIRDHAM,2022,Whole Year ,Sweet potato,5,29,,,,
70467,Karnataka,UDUPI,2006,Kharif     ,Rice,54300,94221,,,,
70468,Himachal Pradesh,UNA,2008,Kharif     ,Groundnut,1,1,,,,
70469,Uttar Pradesh,SANT RAVIDAS NAGAR,2009,Rabi       ,Barley,530,715,,,,
70470,Uttar Pradesh,FIROZABAD,2010,Summer     ,Onion,76,850,,,,
70471,Odisha,DEOGARH,2011,Whole Year ,Dry chillies,1690,1450,,,,
70472,Punjab,JALANDHAR,2013,Kharif     ,Moong(Green Gram),100,100,,,,
70473,Chhattisgarh,SURGUJA,2016,Kharif     ,Urad,14886,4843,,,,
70474,Odisha,SAMBALPUR,2022,Winter     ,Urad,27,12.9,,,,
70475,Andhra Pradesh,PRAKASAM,2007,Rabi       ,Gram,16875,18765,,,,
70476,Gujarat,GANDHINAGAR,2014,Rabi       ,Rapeseed &Mustard,5100,7600,,,,
70477,Karnataka,SHIMOGA,2017,Summer     ,Jowar,40,59,,,,
70478,Andhra Pradesh,GUNTUR,2017,Rabi       ,Moong(Green Gram),3683,2567,,,,
70479,Uttar Pradesh,SITAPUR,2010,Whole Year ,Sugarcane,128516,6397526,,,,
70480,Uttar Pradesh,BASTI,2012,Kharif     ,Sesamum,155,25,,,,
70481,Chhattisgarh,BASTAR,2010,Rabi       ,Moong(Green Gram),20,8,,,,
70482,Bihar,SAHARSA,2005,Kharif     ,Maize,5111,13931,,,,
70483,Maharashtra,YAVATMAL,2017,Kharif     ,Soyabean,311800,126600,,,,
70484,Tamil Nadu,DHARMAPURI,2008,Rabi       ,Gram,511,102,,,,
70485,Uttar Pradesh,KANPUR NAGAR,2020,Kharif     ,Sannhamp,17,6,,,,
70486,Karnataka,KOLAR,2021,Kharif     ,Small millets,70,43,,,,
70487,Maharashtra,SANGLI,2013,Kharif     ,Bajra,74200,27500,,,,
70488,Odisha,BARGARH,2022,Autumn     ,Rice,57000,110000,,,,
70489,Haryana,KARNAL,2015,Kharif     ,Cotton(lint),25,0,,,,
70490,Odisha,PURI,2020,Summer     ,Groundnut,3439,4326.3,,,,
70491,Karnataka,DAKSHIN KANNAD,2006,Whole Year ,Cardamom,518,24,,,,
70492,Meghalaya,RI BHOI,2019,Rabi       ,Rice,128,188,,,,
70493,Bihar,BEGUSARAI,2014,Winter     ,Rice,18576,29080,,,,
70494,Uttar Pradesh,CHANDAULI,2007,Kharif     ,Groundnut,77,64,,,,
70495,West Bengal,BANKURA,2009,Rabi       ,Peas & beans (Pulses),26,11,,,,
70496,Uttar Pradesh,HAMIRPUR,2009,Kharif     ,Rice,1320,1759,,,,
70497,Gujarat,JAMNAGAR,2010,Kharif     ,Moong(Green Gram),2700,800,,,,
70498,Uttar Pradesh,FATEHPUR,2018,Summer     ,Urad,461,419,,,,
70499,Madhya Pradesh,NEEMUCH,2009,Whole Year ,Potato,4,55,,,,
70500,Uttar Pradesh,GORAKHPUR,2008,Kharif     ,Urad,70,29,,,,
70501,Maharashtra,CHANDRAPUR,2011,Kharif     ,Sesamum,1200,200,,,,
70502,Uttar Pradesh,CHANDAULI,2011,Rabi       ,Barley,1059,1450,,,,
70503,Tamil Nadu,DHARMAPURI,2008,Whole Year ,Cashewnut,2,1,,,,
70504,Nagaland,DIMAPUR,2022,Kharif     ,Castor seed,60,40,,,,
70505,Madhya Pradesh,BURHANPUR,2011,Rabi       ,Masoor,17,8,,,,
70506,Uttar Pradesh,KUSHI NAGAR,2017,Rabi       ,Barley,103,237,,,,
70507,Rajasthan,SAWAI MADHOPUR,2014,Rabi       ,Wheat,42351,118521,,,,
70508,Karnataka,BELGAUM,2007,Kharif     ,Soyabean,54298,50087,,,,
70509,Bihar,ROHTAS,2005,Whole Year ,Sweet potato,76,1002,,,,
70510,Goa,NORTH GOA,2022,Kharif     ,Other Kharif pulses,200,178,,,,
70511,Madhya Pradesh,SHIVPURI,2008,Rabi       ,Gram,98634,86798,,,,
70512,Uttar Pradesh,SANT RAVIDAS NAGAR,2021,Kharif     ,Arhar/Tur,4367,5053,,,,
70513,Bihar,KHAGARIA,2018,Whole Year ,Sugarcane,221,18613,,,,
70514,Bihar,GOPALGANJ,2005,Summer     ,Rice,27,49,,,,
70515,West Bengal,JALPAIGURI,2018,Rabi       ,Peas & beans (Pulses),295,358,,,,
70516,Andhra Pradesh,SRIKAKULAM,2010,Kharif     ,Jowar,318,106,,,,
70517,Telangana ,NALGONDA,2012,Kharif     ,Jowar,9926,2134,,,,
70518,Tamil Nadu,MADURAI,2018,Kharif     ,Rice,61064,260055,,,,
70519,Odisha,CUTTACK,2018,Winter     ,Urad,10693,3838.8,,,,
70520,Odisha,KANDHAMAL,2019,Winter     ,Sesamum,67,5.3,,,,
70521,Karnataka,CHAMARAJANAGAR,2021,Kharif     ,Cotton(lint),10166,30108,,,,
70522,Karnataka,HAVERI,2009,Rabi       ,Maize,927,2167,,,,
70523,Uttar Pradesh,JAUNPUR,2012,Kharif     ,Sannhamp,186,52,,,,
70524,Bihar,NAWADA,2005,Whole Year ,Onion,298,2277,,,,
70525,Arunachal Pradesh,WEST KAMENG,2015,Whole Year ,Dry ginger,45,70,,,,
70526,Bihar,ARARIA,2017,Kharif     ,Mesta,2761,12501,,,,
70527,Meghalaya,WEST KHASI HILLS,2013,Kharif     ,Sesamum,23,17,,,,
70528,Jammu and Kashmir ,RAJAURI,2010,Rabi       ,Wheat,39073,61030,,,,
70529,Madhya Pradesh,BHIND,2017,Whole Year ,Dry chillies,32,35,,,,
70530,Uttar Pradesh,GONDA,2005,Kharif     ,Bajra,101,179,,,,
70531,West Bengal,24 PARAGANAS SOUTH,2007,Rabi       ,Khesari,3214,2951,,,,
70532,Jharkhand,PALAMU,2011,Rabi       ,Masoor,2612.91,1515.49,,,,
70533,Assam,GOLAGHAT,2006,Whole Year ,Tobacco,19,14,,,,
70534,Uttar Pradesh,KANNAUJ,2020,Summer     ,Onion,832,10953,,,,
70535,Odisha,PURI,2009,Kharif     ,Sesamum,744,152.5,,,,
70536,Karnataka,BELLARY,2009,Summer     ,Sunflower,4054,2734,,,,
70537,Odisha,KANDHAMAL,2011,Whole Year ,Sugarcane,2,76.8,,,,
70538,Maharashtra,SANGLI,2019,Kharif     ,Cotton(lint),3000,5200,,,,
70539,Maharashtra,BEED,2020,Kharif     ,Soyabean,76400,127000,,,,
70540,Tamil Nadu,VELLORE,2015,Whole Year ,Moong(Green Gram),710,361,,,,
70541,West Bengal,DINAJPUR UTTAR,2008,Rabi       ,Barley,40,20,,,,
70542,Rajasthan,BIKANER,2018,Kharif     ,Sesamum,8277,1307,,,,
70543,Karnataka,BELGAUM,2017,Kharif     ,Maize,119251,231381,,,,
70544,Tamil Nadu,THIRUVARUR,2011,Whole Year ,Pome Fruit,8,56,,,,
70545,Uttar Pradesh,KHERI,2015,Kharif     ,Sweet potato,53,714,,,,
70546,Andhra Pradesh,KRISHNA,2008,Whole Year ,Tapioca,4,31,,,,
70547,Odisha,BHADRAK,2008,Kharif     ,Groundnut,167,173.4,,,,
70548,Chhattisgarh,JANJGIR-CHAMPA,2018,Whole Year ,Potato,291,1555,,,,
70549,Uttar Pradesh,BAHRAICH,2019,Kharif     ,Dry ginger,51,145,,,,
70550,Uttar Pradesh,SHRAVASTI,2009,Rabi       ,Gram,380,247,,,,
70551,Uttar Pradesh,UNNAO,2011,Rabi       ,Masoor,1417,1137,,,,
70552,Bihar,KISHANGANJ,2010,Whole Year ,Onion,699,5431,,,,
70553,Haryana,KURUKSHETRA,2011,Rabi       ,Gram,153,0,,,,
70554,Tamil Nadu,THENI,2017,Kharif     ,Rice,15371,77710,,,,
70555,Bihar,BHAGALPUR,2017,Autumn     ,Maize,20456,29309,,,,
70556,Odisha,KHORDHA,2005,Autumn     ,Jute,10,10,,,,
70557,Bihar,SAHARSA,2015,Whole Year ,Banana,11,395,,,,
70558,Madhya Pradesh,BHIND,2020,Kharif     ,Rice,4623,12471,,,,
70559,Odisha,BHADRAK,2011,Kharif     ,Jute,25,157,,,,
70560,Uttar Pradesh,ETAH,2010,Kharif     ,Urad,1126,449,,,,
70561,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Gram,28000,14800,,,,
70562,Uttar Pradesh,ETAWAH,2020,Summer     ,Maize,318,587,,,,
70563,Uttar Pradesh,BARABANKI,2019,Summer     ,Banana,27,1180,,,,
70564,Chhattisgarh,RAIGARH,2008,Whole Year ,Onion,368,3698,,,,
70565,West Bengal,MURSHIDABAD,2007,Winter     ,Potato,8674,178339,,,,
70566,West Bengal,MEDINIPUR EAST,2005,Whole Year ,Arecanut,632,1003,,,,
70567,Uttar Pradesh,PRATAPGARH,2020,Kharif     ,Urad,6061,4503,,,,
70568,Chhattisgarh,DHAMTARI,2022,Whole Year ,Sweet potato,46,247,,,,
70569,Rajasthan,CHITTORGARH,2016,Whole Year ,Tobacco,2,1,,,,
70570,Bihar,PURBI CHAMPARAN,2013,Kharif     ,Sunflower,40,53,,,,
70571,Uttar Pradesh,KHERI,2008,Rabi       ,Moong(Green Gram),79,45,,,,
70572,Kerala,PALAKKAD,2007,Whole Year ,Cashewnut,5854,2258,,,,
70573,Bihar,PASHCHIM CHAMPARAN,2015,Rabi       ,Barley,756,786,,,,
70574,Tamil Nadu,COIMBATORE,2008,Whole Year ,Dry chillies,1716,1653,,,,
70575,Odisha,KORAPUT,2022,Winter     ,Sesamum,403,152.3,,,,
70576,Karnataka,BAGALKOT,2008,Rabi       ,Maize,17492,47659,,,,
70577,Uttar Pradesh,FAIZABAD,2014,Rabi       ,Gram,1339,985,,,,
70578,Assam,GOALPARA,2014,Kharif     ,Small millets,345,137,,,,
70579,Gujarat,GANDHINAGAR,2018,Kharif     ,Tobacco,100,200,,,,
70580,Tamil Nadu,ERODE,2019,Whole Year ,Cardamom,1,0,,,,
70581,Tripura,WEST TRIPURA,2021,Kharif     ,Sesamum,150,84,,,,
70582,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Rapeseed &Mustard,6987,6517,,,,
70583,Bihar,SHEOHAR,2019,Rabi       ,Khesari,526,398,,,,
70584,Kerala,PALAKKAD,2022,Winter     ,Rice,42846,132295,,,,
70585,Maharashtra,PUNE,2012,Summer     ,Maize,2100,3500,,,,
70586,Assam,DARRANG,2007,Whole Year ,Turmeric,920,558,,,,
70587,Odisha,BALANGIR,2008,Rabi       ,Sunflower,420,330,,,,
70588,Gujarat,DANG,2006,Kharif     ,Small millets,5500,2100,,,,
70589,Assam,DIBRUGARH,2016,Whole Year ,Arecanut,1029,1096,,,,
70590,Uttar Pradesh,JALAUN,2016,Rabi       ,Coriander,7,4,,,,
70591,Arunachal Pradesh,LOWER DIBANG VALLEY,2011,Whole Year ,Pulses total,420,460,,,,
70592,Maharashtra,NANDURBAR,2012,Summer     ,Sunflower,100,100,,,,
70593,Rajasthan,RAJSAMAND,2005,Rabi       ,Wheat,32600,75000,,,,
70594,Maharashtra,OSMANABAD,2011,Whole Year ,Onion,550,2967,,,,
70595,Uttar Pradesh,BAREILLY,2018,Kharif     ,Urad,4134,2104,,,,
70596,Gujarat,BHARUCH,2011,Kharif     ,Cotton(lint),132900,191900,,,,
70597,Odisha,KANDHAMAL,2021,Winter     ,Maize,1,1.4,,,,
70598,Haryana,KARNAL,2008,Whole Year ,Potato,961,17600,,,,
70599,Maharashtra,JALNA,2013,Rabi       ,Wheat,23900,34200,,,,
70600,Rajasthan,JHALAWAR,2015,Kharif     ,Moong(Green Gram),285,112,,,,
70601,Uttar Pradesh,MAHARAJGANJ,2019,Rabi       ,Peas & beans (Pulses),1218,1318,,,,
70602,Andhra Pradesh,GUNTUR,2008,Rabi       ,Onion,816,14792,,,,
70603,Telangana ,NIZAMABAD,2007,Rabi       ,Moong(Green Gram),424,142,,,,
70604,Chhattisgarh,MAHASAMUND,2016,Whole Year ,Garlic,5,12,,,,
70605,Telangana ,ADILABAD,2018,Kharif     ,Castor seed,188,92,,,,
70606,Nagaland,WOKHA,2021,Kharif     ,Arhar/Tur,190,170,,,,
70607,Maharashtra,RATNAGIRI,2021,Kharif     ,Other Kharif pulses,200,100,,,,
70608,Madhya Pradesh,CHHINDWARA,2016,Rabi       ,Peas & beans (Pulses),4013,1769,,,,
70609,Madhya Pradesh,ASHOKNAGAR,2018,Whole Year ,Dry chillies,108,173,,,,
70610,Karnataka,CHITRADURGA,2014,Rabi       ,Rice,1111,1735,,,,
70611,West Bengal,MEDINIPUR WEST,2019,Winter     ,Rice,482718,1245624,,,,
70612,Madhya Pradesh,NEEMUCH,2006,Kharif     ,Jowar,5100,4800,,,,
70613,Bihar,BANKA,2015,Kharif     ,Groundnut,63,45,,,,
70614,Telangana ,MEDAK,2011,Rabi       ,Sesamum,114,24,,,,
70615,Odisha,DHENKANAL,2005,Summer     ,Urad,34,8,,,,
70616,Gujarat,AMRELI,2009,Whole Year ,Garlic,400,2400,,,,
70617,Rajasthan,JHALAWAR,2009,Whole Year ,Tobacco,1,1,,,,
70618,Bihar,BHAGALPUR,2022,Rabi       ,Masoor,2126,595,,,,
70619,Haryana,ROHTAK,2016,Kharif     ,Jowar,20884,10000,,,,
70620,Uttar Pradesh,AMBEDKAR NAGAR,2011,Kharif     ,Maize,480,669,,,,
70621,Karnataka,MANDYA,2007,Kharif     ,Sesamum,3399,1259,,,,
70622,Maharashtra,BEED,2018,Rabi       ,Jowar,194400,140400,,,,
70623,West Bengal,MEDINIPUR WEST,2009,Kharif     ,Jute,2793,48240,,,,
70624,Chhattisgarh,NARAYANPUR,2018,Whole Year ,Turmeric,1,1,,,,
70625,Andhra Pradesh,VISAKHAPATANAM,2020,Rabi       ,Onion,123,2707,,,,
70626,Rajasthan,JHALAWAR,2012,Rabi       ,Gram,19547,15007,,,,
70627,Puducherry,KARAIKAL,2007,Rabi       ,Other  Rabi pulses,1,1,,,,
70628,Arunachal Pradesh,UPPER SUBANSIRI,2016,Whole Year ,Dry ginger,242,1378,,,,
70629,Bihar,GOPALGANJ,2005,Whole Year ,Potato,3329,31327,,,,
70630,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Linseed,19,5,,,,
70631,Chhattisgarh,DURG,2018,Whole Year ,Turmeric,16,29,,,,
70632,Uttarakhand,TEHRI GARHWAL,2012,Rabi       ,Wheat,31846,50045,,,,
70633,Rajasthan,BARMER,2018,Kharif     ,Maize,1,2,,,,
70634,Madhya Pradesh,DHAR,2017,Rabi       ,Moong(Green Gram),37,12,,,,
70635,Tamil Nadu,NAGAPATTINAM,2010,Whole Year ,Pome Fruit,13,68,,,,
70636,Gujarat,KHEDA,2014,Kharif     ,Other Cereals & Millets,100,100,,,,
70637,Tamil Nadu,COIMBATORE,2010,Whole Year ,Redish,9,0,,,,
70638,Karnataka,MANDYA,2017,Rabi       ,Urad,138,54,,,,
70639,Karnataka,UDUPI,2019,Whole Year ,Turmeric,78,246,,,,
70640,Andhra Pradesh,GUNTUR,2022,Kharif     ,Papaya,176,13856,,,,
70641,Nagaland,MOKOKCHUNG,2014,Rabi       ,Rapeseed &Mustard,2030,1410,,,,
70642,Madhya Pradesh,BURHANPUR,2011,Whole Year ,Dry chillies,220,215,,,,
70643,Bihar,DARBHANGA,2007,Whole Year ,Dry chillies,103,83,,,,
70644,Madhya Pradesh,BETUL,2018,Kharif     ,Small millets,13438,4289,,,,
70645,Uttar Pradesh,HARDOI,2014,Whole Year ,Coriander,49,26,,,,
70646,Bihar,SUPAUL,2005,Whole Year ,Garlic,19,25,,,,
70647,Uttar Pradesh,LUCKNOW,2006,Kharif     ,Groundnut,327,168,,,,
70648,Karnataka,GADAG,2016,Kharif     ,Bajra,1621,930,,,,
70649,Kerala,PALAKKAD,2022,Whole Year ,Black pepper,2695,969,,,,
70650,Assam,DARRANG,2005,Whole Year ,Arecanut,4325,1710,,,,
70651,Nagaland,TUENSANG,2010,Kharif     ,Small millets,1620,3120,,,,
70652,Andhra Pradesh,SRIKAKULAM,2013,Kharif     ,Mesta,10503,70137,,,,
70653,Karnataka,BENGALURU URBAN,2006,Summer     ,Sunflower,5,3,,,,
70654,Haryana,KAITHAL,2018,Rabi       ,Rapeseed &Mustard,717,2000,,,,
70655,Karnataka,BELLARY,2017,Rabi       ,Other  Rabi pulses,1898,458,,,,
70656,Uttar Pradesh,ETAWAH,2012,Kharif     ,Groundnut,4,3,,,,
70657,Uttar Pradesh,BAREILLY,2009,Rabi       ,Moong(Green Gram),4,2,,,,
70658,Gujarat,KHEDA,2018,Rabi       ,Jowar,100,100,,,,
70659,Bihar,SHEOHAR,2008,Whole Year ,Garlic,25,38,,,,
70660,Nagaland,TUENSANG,2021,Rabi       ,Potato,950,9510,,,,
70661,Punjab,HOSHIARPUR,2005,Rabi       ,Rapeseed &Mustard,3000,2000,,,,
70662,Arunachal Pradesh,DIBANG VALLEY,2022,Whole Year ,Dry chillies,60,79,,,,
70663,Bihar,BHAGALPUR,2018,Whole Year ,Tobacco,12,21,,,,
70664,Manipur,BISHNUPUR,2013,Whole Year ,Potato,260,1360,,,,
70665,Tamil Nadu,THENI,2008,Whole Year ,Cashewnut,2175,836,,,,
70666,Tamil Nadu,THIRUVALLUR,2020,Kharif     ,Sunflower,22,22,,,,
70667,Haryana,GURGAON,2011,Rabi       ,Wheat,125675,450000,,,,
70668,Assam,DARRANG,2012,Kharif     ,Cotton(lint),9,4,,,,
70669,Madhya Pradesh,KHANDWA,2013,Whole Year ,Onion,5568,145552,,,,
70670,Rajasthan,RAJSAMAND,2018,Kharif     ,Moong(Green Gram),771,479,,,,
70671,Haryana,MAHENDRAGARH,2016,Rabi       ,Barley,778,3000,,,,
