RowID,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,,,,
13229,Andhra Pradesh,KADAPA,2010,Kharif     ,Groundnut,87896,11778,,,,
13230,Uttar Pradesh,BARABANKI,2010,Kharif     ,Rice,146179,310333,,,,
13231,Karnataka,UTTAR KANNAD,2007,Whole Year ,Dry chillies,12,19,,,,
13232,Andhra Pradesh,KADAPA,2022,Kharif     ,Other Kharif pulses,2,0,,,,
13233,Uttar Pradesh,RAMPUR,2008,Whole Year ,Potato,2182,43103,,,,
13234,Odisha,MAYURBHANJ,2019,Winter     ,Moong(Green Gram),110,43.8,,,,
13235,Maharashtra,SANGLI,2012,Kharif     ,Rice,17700,44200,,,,
13236,Madhya Pradesh,DAMOH,2006,Rabi       ,Gram,69800,50000,,,,
13237,Madhya Pradesh,DHAR,2010,Whole Year ,Banana,564,12856,,,,
13238,Uttarakhand,CHAMPAWAT,2009,Rabi       ,Other Cereals & Millets,407,523,,,,
13239,Uttar Pradesh,MAHOBA,2019,Kharif     ,Guar seed,4,3,,,,
13240,Madhya Pradesh,REWA,2015,Kharif     ,Arhar/Tur,13406,5742,,,,
13241,Telangana ,WARANGAL,2008,Kharif     ,other misc. pulses,244,64,,,,
13242,Odisha,GANJAM,2021,Winter     ,Urad,4833,1087.4,,,,
13243,Uttar Pradesh,SHAHJAHANPUR,2018,Rabi       ,Wheat,249556,898651,,,,
13244,Maharashtra,SOLAPUR,2009,Kharif     ,Other Kharif pulses,8900,2200,,,,
13245,Chhattisgarh,KANKER,2021,Kharif     ,Urad,5515,1794,,,,
13246,Uttar Pradesh,CHITRAKOOT,2014,Rabi       ,Wheat,52023,65182,,,,
13247,Chhattisgarh,KANKER,2015,Whole Year ,Sweet potato,78,407,,,,
13248,Telangana ,MAHBUBNAGAR,2010,Kharif     ,Onion,1658,14466,,,,
13249,Rajasthan,DAUSA,2008,Rabi       ,Linseed,1,1,,,,
13250,Assam,KAMRUP,2022,Kharif     ,Small millets,161,90,,,,
13251,Odisha,DHENKANAL,2015,Winter     ,Sesamum,941,146.8,,,,
13252,Madhya Pradesh,DEWAS,2014,Rabi       ,Moong(Green Gram),162,59,,,,
13253,Assam,MARIGAON,2016,Rabi       ,Masoor,555,380,,,,
13254,Rajasthan,BUNDI,2009,Kharif     ,Soyabean,45451,55163,,,,
13255,Tripura,UNAKOTI,2022,Kharif     ,Other Kharif pulses,222,137,,,,
13256,Madhya Pradesh,INDORE,2005,Kharif     ,Soyabean,210700,244700,,,,
13257,Uttar Pradesh,ALIGARH,2022,Rabi       ,Wheat,223267,546558,,,,
13258,West Bengal,NADIA,2011,Whole Year ,Potato,3867,95731,,,,
13259,Tamil Nadu,SALEM,2012,Whole Year ,Cashewnut,595,215,,,,
13260,Arunachal Pradesh,LOHIT,2020,Kharif     ,Rice,12239,23512,,,,
13261,Bihar,JAMUI,2007,Summer     ,Maize,833,2922,,,,
13262,Madhya Pradesh,DAMOH,2010,Whole Year ,Banana,4,0,,,,
13263,Telangana ,NALGONDA,2019,Whole Year ,Coriander,391,226,,,,
13264,Gujarat,GANDHINAGAR,2020,Whole Year ,Potato,5900,147500,,,,
13265,Uttarakhand,CHAMOLI,2009,Kharif     ,Urad,305,248,,,,
13266,Uttar Pradesh,DEORIA,2011,Rabi       ,Maize,1450,1982,,,,
13267,Madhya Pradesh,SHAJAPUR,2013,Rabi       ,Rapeseed &Mustard,3229,2555,,,,
13268,Andhra Pradesh,KURNOOL,2011,Rabi       ,Other  Rabi pulses,26,5,,,,
13269,West Bengal,DARJEELING,2011,Rabi       ,Rapeseed &Mustard,114,37,,,,
13270,Meghalaya,EAST JAINTIA HILLS,2018,Rabi       ,Rice,50,99,,,,
13271,Bihar,BUXAR,2006,Kharif     ,Jowar,543,597,,,,
13272,Maharashtra,SINDHUDURG,2012,Kharif     ,Other Cereals & Millets,500,300,,,,
13273,Tamil Nadu,KARUR,2007,Whole Year ,Turmeric,524,3112,,,,
13274,Tamil Nadu,COIMBATORE,2017,Kharif     ,Small millets,5,5,,,,
13275,Karnataka,CHIKMAGALUR,2005,Kharif     ,Horse-gram,5150,3581,,,,
13276,Madhya Pradesh,TIKAMGARH,2011,Whole Year ,Pome Fruit,54,0,,,,
13277,Andhra Pradesh,KADAPA,2019,Kharif     ,Sesamum,25,6,,,,
13278,Andhra Pradesh,SRIKAKULAM,2018,Kharif     ,Jowar,135,195,,,,
13279,Maharashtra,DHULE,2014,Kharif     ,Jowar,27600,34500,,,,
13280,Chhattisgarh,KOREA,2011,Kharif     ,Sesamum,1454,351,,,,
13281,West Bengal,DINAJPUR UTTAR,2009,Kharif     ,Dry ginger,785,1897,,,,
13282,Tamil Nadu,DINDIGUL,2017,Whole Year ,Sunflower,989,1597,,,,
13283,Nagaland,WOKHA,2010,Kharif     ,Sunflower,180,290,,,,
13284,Bihar,VAISHALI,2018,Summer     ,Rice,157,265,,,,
13285,Punjab,NAWANSHAHR,2011,Rabi       ,Sunflower,1000,2000,,,,
13286,Bihar,SAHARSA,2011,Kharif     ,Other Kharif pulses,12,7,,,,
13287,Karnataka,RAICHUR,2007,Kharif     ,Horse-gram,1532,421,,,,
13288,Rajasthan,AJMER,2018,Kharif     ,Sesamum,21321,8130,,,,
13289,Rajasthan,JALORE,2014,Kharif     ,Bajra,358458,297803,,,,
13290,Telangana ,MEDAK,2016,Kharif     ,Urad,20010,8224,,,,
13291,Bihar,MADHUBANI,2008,Kharif     ,Sesamum,15,8,,,,
13292,Madhya Pradesh,GUNA,2017,Kharif     ,Urad,2726,1469,,,,
13293,Uttar Pradesh,KANPUR NAGAR,2018,Rabi       ,Gram,15769,22995,,,,
13294,Himachal Pradesh,BILASPUR,2016,Rabi       ,Onion,78,558,,,,
13295,Bihar,LAKHISARAI,2019,Rabi       ,Khesari,6240,4817,,,,
13296,Karnataka,CHAMARAJANAGAR,2006,Kharif     ,Cotton(lint),12738,32303,,,,
13297,Uttar Pradesh,AMETHI,2018,Rabi       ,Potato,2968,44752,,,,
13298,Uttar Pradesh,PRATAPGARH,2006,Rabi       ,Rapeseed &Mustard,1768,1371,,,,
13299,Uttar Pradesh,JHANSI,2022,Kharif     ,Groundnut,30159,27234,,,,
13300,Uttar Pradesh,BARABANKI,2021,Kharif     ,Arhar/Tur,1663,1281,,,,
13301,Madhya Pradesh,BARWANI,2021,Kharif     ,Moong(Green Gram),5184,3545,,,,
13302,Uttar Pradesh,LUCKNOW,2014,Summer     ,Onion,121,1409,,,,
13303,Jammu and Kashmir ,BADGAM,2010,Rabi       ,Wheat,149,70,,,,
13304,Nagaland,DIMAPUR,2011,Whole Year ,Potato,1250,11780,,,,
13305,Uttar Pradesh,CHITRAKOOT,2018,Rabi       ,Linseed,973,446,,,,
13306,Maharashtra,AURANGABAD,2013,Rabi       ,Wheat,40900,67600,,,,
13307,Rajasthan,KOTA,2016,Kharif     ,Groundnut,281,468,,,,
13308,Uttar Pradesh,GONDA,2009,Whole Year ,Potato,2796,68955,,,,
13309,Jammu and Kashmir ,RAJAURI,2009,Rabi       ,Peas & beans (Pulses),7,4,,,,
13310,Punjab,AMRITSAR,2019,Whole Year ,Sugarcane,3,203000,,,,
13311,Madhya Pradesh,ASHOKNAGAR,2017,Whole Year ,Sesamum,477,364,,,,
13312,Odisha,KHORDHA,2016,Summer     ,Rice,8000,16000,,,,
13313,Uttar Pradesh,BARABANKI,2009,Whole Year ,Tobacco,86,563,,,,
13314,Chhattisgarh,DANTEWADA,2012,Kharif     ,Mesta,53,78,,,,
13315,Uttar Pradesh,MATHURA,2022,Kharif     ,Maize,197,512,,,,
13316,Gujarat,DANG,2006,Kharif     ,Arhar/Tur,4100,3900,,,,
13317,Assam,KARBI ANGLONG,2008,Kharif     ,Jute,2012,26182,,,,
13318,Telangana ,RANGAREDDI,2006,Kharif     ,Groundnut,1300,600,,,,
13319,Uttar Pradesh,AMBEDKAR NAGAR,2010,Rabi       ,Onion,23,237,,,,
13320,Chhattisgarh,GARIYABAND,2019,Rabi       ,Other  Rabi pulses,39,12,,,,
13321,Maharashtra,KOLHAPUR,2011,Rabi       ,Small millets,100,0,,,,
13322,Uttar Pradesh,GHAZIPUR,2010,Rabi       ,Gram,6009,5064,,,,
13323,Chhattisgarh,RAIPUR,2020,Whole Year ,Dry chillies,334,380,,,,
13324,Bihar,KHAGARIA,2017,Summer     ,Rice,74,96,,,,
13325,Madhya Pradesh,MANDLA,2021,Kharif     ,Rice,131499,117351,,,,
13326,Gujarat,ANAND,2020,Kharif     ,Arhar/Tur,1300,1300,,,,
13327,Odisha,ANUGUL,2014,Autumn     ,Ragi,185,87.3,,,,
13328,Manipur,SENAPATI,2014,Summer     ,Dry ginger,10,20,,,,
13329,Punjab,RUPNAGAR,2022,Rabi       ,Masoor,1000,600,,,,
13330,Uttar Pradesh,MAINPURI,2006,Whole Year ,Onion,450,5434,,,,
13331,Uttar Pradesh,RAMPUR,2022,Rabi       ,Wheat,147846,264644,,,,
13332,Uttar Pradesh,BAHRAICH,2006,Rabi       ,Castor seed,1,1,,,,
13333,Madhya Pradesh,GWALIOR,2005,Rabi       ,Barley,2300,6000,,,,
13334,Karnataka,BIDAR,2014,Kharif     ,Horse-gram,85,31,,,,
13335,Bihar,BANKA,2022,Rabi       ,Wheat,25854,45675,,,,
13336,Assam,SIVASAGAR,2007,Whole Year ,Turmeric,243,211,,,,
13337,Madhya Pradesh,KHANDWA,2011,Whole Year ,Pome Fruit,32,0,,,,
13338,Chhattisgarh,KANKER,2017,Kharif     ,Sunflower,22,5,,,,
13339,Madhya Pradesh,MANDSAUR,2020,Kharif     ,Moong(Green Gram),690,421,,,,
13340,Andhra Pradesh,PRAKASAM,2008,Kharif     ,Groundnut,4844,4190,,,,
13341,Gujarat,JUNAGADH,2020,Summer     ,Bajra,1300,3400,,,,
13342,Gujarat,JUNAGADH,2013,Whole Year ,Dry chillies,100,100,,,,
13343,Rajasthan,AJMER,2009,Kharif     ,Cotton(lint),11586,21106,,,,
13344,Uttar Pradesh,UNNAO,2016,Rabi       ,Coriander,142,85,,,,
13345,Karnataka,UDUPI,2018,Whole Year ,Black pepper,343,207.1,,,,
13346,Rajasthan,JHALAWAR,2014,Rabi       ,Peas & beans (Pulses),36,176,,,,
13347,Haryana,PANCHKULA,2020,Whole Year ,Sugarcane,519,59000,,,,
13348,Madhya Pradesh,REWA,2008,Whole Year ,Garlic,41,95,,,,
13349,Karnataka,DAKSHIN KANNAD,2012,Rabi       ,Horse-gram,12,4,,,,
13350,Karnataka,BELGAUM,2010,Kharif     ,Niger seed,1060,243,,,,
13351,Uttar Pradesh,SHAHJAHANPUR,2020,Kharif     ,Maize,1695,3212,,,,
13352,Tamil Nadu,KRISHNAGIRI,2015,Whole Year ,Horse-gram,15896,6218,,,,
13353,Maharashtra,NASHIK,2010,Rabi       ,Jowar,10100,5300,,,,
13354,Assam,GOLAGHAT,2014,Kharif     ,Arhar/Tur,160,109,,,,
13355,Andhra Pradesh,SRIKAKULAM,2016,Kharif     ,Maize,1657,5331,,,,
13356,Assam,CACHAR,2022,Whole Year ,Turmeric,359,765,,,,
13357,Assam,HAILAKANDI,2020,Whole Year ,Coconut ,325,1762,,,,
13358,Assam,JORHAT,2005,Whole Year ,Sweet potato,60,174,,,,
13359,Uttar Pradesh,FAIZABAD,2021,Summer     ,Banana,13,566,,,,
13360,Rajasthan,ALWAR,2011,Kharif     ,Sesamum,1869,582,,,,
13361,Manipur,THOUBAL,2005,Kharif     ,Peas & beans (Pulses),2,1,,,,
13362,Tamil Nadu,COIMBATORE,2011,Whole Year ,Redish,18,0,,,,
13363,Nagaland,TUENSANG,2014,Kharif     ,Moong(Green Gram),70,80,,,,
13364,Madhya Pradesh,UMARIA,2007,Whole Year ,Sannhamp,32,67,,,,
13365,Chhattisgarh,BALODA BAZAR,2021,Rabi       ,Moong(Green Gram),13,2,,,,
13366,Tamil Nadu,NAGAPATTINAM,2011,Whole Year ,Other Fresh Fruits,3,0,,,,
13367,Karnataka,GADAG,2014,Kharif     ,Sunflower,13455,2959,,,,
13368,Odisha,MALKANGIRI,2010,Kharif     ,Small millets,640,260,,,,
13369,Haryana,BHIWANI,2010,Kharif     ,Moth,2883,200,,,,
13370,Jammu and Kashmir ,BADGAM,2007,Kharif     ,Cond-spcs other,143,106,,,,
13371,Maharashtra,OSMANABAD,2015,Summer     ,Groundnut,20,25,,,,
13372,Maharashtra,DHULE,2005,Kharif     ,Gram,27300,18800,,,,
13373,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Urad,3000,1400,,,,
13374,Kerala,MALAPPURAM,2005,Whole Year ,Tapioca,9072,242758,,,,
13375,Odisha,GANJAM,2012,Rabi       ,Linseed,160,80,,,,
13376,Kerala,IDUKKI,2010,Kharif     ,Jowar,2,1,,,,
13377,Bihar,KISHANGANJ,2008,Autumn     ,Rice,82062,94270,,,,
13378,Uttar Pradesh,FARRUKHABAD,2019,Kharif     ,Arhar/Tur,1120,1501,,,,
13379,Maharashtra,BEED,2017,Kharif     ,Jowar,32400,23400,,,,
13380,Bihar,LAKHISARAI,2013,Summer     ,Moong(Green Gram),1,1,,,,
13381,Maharashtra,JALNA,2012,Kharif     ,Moong(Green Gram),50100,18300,,,,
13382,Andhra Pradesh,KURNOOL,2013,Kharif     ,Small millets,14285,12742,,,,
13383,Gujarat,MAHESANA,2013,Rabi       ,Wheat,42900,125700,,,,
13384,Bihar,MADHEPURA,2006,Kharif     ,Mesta,1469,10675,,,,
13385,Himachal Pradesh,SIRMAUR,2009,Whole Year ,Sugarcane,1451,4077,,,,
13386,Andhra Pradesh,PRAKASAM,2011,Rabi       ,Rice,31497,79278,,,,
13387,Rajasthan,BHARATPUR,2010,Kharif     ,Rice,484,306,,,,
13388,Chhattisgarh,KABIRDHAM,2021,Kharif     ,Urad,1756,635,,,,
13389,Uttar Pradesh,BAREILLY,2008,Kharif     ,Rice,179743,348088,,,,
13390,Chhattisgarh,BEMETARA,2020,Kharif     ,Sunflower,12,9,,,,
13391,Tamil Nadu,VELLORE,2011,Kharif     ,Rice,30909,108171,,,,
13392,Odisha,SAMBALPUR,2016,Winter     ,Maize,16,26.4,,,,
13393,Uttar Pradesh,PILIBHIT,2019,Kharif     ,Arhar/Tur,20,18,,,,
13394,Bihar,MADHUBANI,2010,Rabi       ,Linseed,638,382,,,,
13395,Himachal Pradesh,SOLAN,2016,Kharif     ,Sesamum,169,50,,,,
13396,Assam,GOLAGHAT,2010,Whole Year ,Banana,2112,29274,,,,
13397,Uttar Pradesh,KUSHI NAGAR,2012,Whole Year ,Onion,71,825,,,,
13398,Bihar,VAISHALI,2006,Kharif     ,Other Kharif pulses,1229,830,,,,
13399,Odisha,KENDUJHAR,2019,Winter     ,Potato,136,2825.7,,,,
13400,Madhya Pradesh,SINGRAULI,2017,Whole Year ,Dry chillies,208,155,,,,
13401,Meghalaya,RI BHOI,2013,Autumn     ,Rice,193,360,,,,
13402,Madhya Pradesh,KHANDWA,2011,Kharif     ,Arhar/Tur,10824,10711,,,,
13403,Assam,DARRANG,2009,Whole Year ,Tapioca,456,1847,,,,
13404,Madhya Pradesh,JABALPUR,2010,Kharif     ,Soyabean,249,185,,,,
13405,Uttar Pradesh,BAHRAICH,2016,Summer     ,Sunflower,15,28,,,,
13406,Puducherry,PONDICHERRY,2022,Rabi       ,Groundnut,335,1005,,,,
13407,Karnataka,BENGALURU URBAN,2006,Kharif     ,Arhar/Tur,936,436,,,,
13408,Chhattisgarh,RAIGARH,2013,Kharif     ,Maize,1017,1387,,,,
13409,Bihar,PASHCHIM CHAMPARAN,2012,Rabi       ,Barley,78,100,,,,
13410,Madhya Pradesh,MANDSAUR,2020,Kharif     ,Barley,235,905,,,,
13411,Madhya Pradesh,SAGAR,2005,Rabi       ,Wheat,232800,241100,,,,
13412,Andhra Pradesh,PRAKASAM,2016,Kharif     ,Bajra,12174,13744,,,,
13413,Madhya Pradesh,BHIND,2010,Kharif     ,Other Kharif pulses,5001,1589,,,,
13414,Karnataka,BAGALKOT,2013,Kharif     ,Other Kharif pulses,602,203,,,,
13415,Bihar,ARWAL,2015,Rabi       ,Khesari,1982,1510,,,,
13416,Meghalaya,EAST JAINTIA HILLS,2015,Kharif     ,Small millets,366,442,,,,
13417,Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Safflower,1219,368,,,,
13418,Karnataka,GADAG,2022,Kharif     ,Urad,21,6,,,,
13419,Gujarat,BHARUCH,2006,Whole Year ,Onion,100,2600,,,,
13420,Karnataka,CHIKBALLAPUR,2015,Whole Year ,Banana,590,7490,,,,
13421,Tamil Nadu,VIRUDHUNAGAR,2006,Kharif     ,Ragi,1352,2814,,,,
13422,Odisha,GAJAPATI,2018,Summer     ,Sesamum,982,174.8,,,,
13423,Uttar Pradesh,BAGHPAT,2022,Kharif     ,Rice,5792,14515,,,,
13424,Odisha,BHADRAK,2006,Autumn     ,Rice,381,360,,,,
13425,Andhra Pradesh,WEST GODAVARI,2009,Whole Year ,Sweet potato,13,173,,,,
13426,Karnataka,HAVERI,2014,Rabi       ,Urad,412,217,,,,
13427,Uttarakhand,UTTAR KASHI,2019,Kharif     ,Urad,816,851,,,,
13428,Nagaland,MON,2010,Rabi       ,Sunflower,90,100,,,,
13429,Madhya Pradesh,DATIA,2021,Kharif     ,Sannhamp,275,0,,,,
13430,West Bengal,BANKURA,2007,Kharif     ,Small millets,580,378,,,,
13431,Haryana,KARNAL,2020,Whole Year ,Guar seed,130,78,,,,
13432,Meghalaya,RI BHOI,2020,Rabi       ,Rice,132,204,,,,
13433,Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,other oilseeds,707,877,,,,
13434,Karnataka,YADGIR,2022,Kharif     ,Cotton(lint),103866,362752,,,,
13435,Assam,DARRANG,2013,Whole Year ,Arecanut,5080,3645,,,,
13436,Uttar Pradesh,UNNAO,2007,Whole Year ,Peas & beans (Pulses),1912,2371,,,,
13437,Uttar Pradesh,GONDA,2022,Summer     ,Onion,767,14542,,,,
13438,Tamil Nadu,TIRUVANNAMALAI,2012,Kharif     ,Horse-gram,3855,387,,,,
13439,Maharashtra,AKOLA,2011,Whole Year ,Onion,385,9180,,,,
13440,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Niger seed,1,0,,,,
13441,Uttarakhand,PITHORAGARH,2021,Rabi       ,Rapeseed &Mustard,707,606,,,,
13442,Uttar Pradesh,JALAUN,2012,Whole Year ,Onion,93,1007,,,,
13443,Odisha,KENDUJHAR,2014,Winter     ,Moong(Green Gram),216,72.1,,,,
13444,Uttarakhand,NAINITAL,2013,Kharif     ,Rice,12251,32381,,,,
13445,Tamil Nadu,CUDDALORE,2019,Whole Year ,Arecanut,1,2,,,,
13446,Tamil Nadu,ARIYALUR,2020,Kharif     ,Horse-gram,1,0,,,,
13447,Maharashtra,NANDURBAR,2013,Rabi       ,Sunflower,400,200,,,,
13448,Uttar Pradesh,MUZAFFARNAGAR,2006,Rabi       ,Rapeseed &Mustard,2496,2086,,,,
13449,Maharashtra,OSMANABAD,2013,Kharif     ,Sugarcane,10900,723400,,,,
13450,Maharashtra,OSMANABAD,2010,Summer     ,Sunflower,100,100,,,,
13451,Assam,DHUBRI,2015,Kharif     ,Small millets,2962,1639,,,,
13452,Karnataka,BIJAPUR,2016,Rabi       ,Horse-gram,933,197,,,,
13453,Telangana ,KARIMNAGAR,2019,Kharif     ,Maize,53120,168497,,,,
13454,Andhra Pradesh,EAST GODAVARI,2007,Rabi       ,Gram,10,11,,,,
13455,Bihar,AURANGABAD,2014,Winter     ,Rice,171133,444650,,,,
13456,Arunachal Pradesh,LOHIT,2016,Whole Year ,Dry ginger,928,7778,,,,
13457,Karnataka,MYSORE,2007,Whole Year ,Coconut ,11281,40172,,,,
13458,Bihar,SAMASTIPUR,2012,Autumn     ,Rice,11645,2217,,,,
13459,Rajasthan,KARAULI,2011,Kharif     ,Groundnut,1652,1472,,,,
13460,Bihar,DARBHANGA,2019,Rabi       ,Linseed,14,12,,,,
13461,Himachal Pradesh,UNA,2014,Kharif     ,Rice,1976,4464,,,,
13462,Bihar,ARARIA,2019,Summer     ,Maize,17530,74853,,,,
13463,Tamil Nadu,CUDDALORE,2016,Whole Year ,Tapioca,3315,154648,,,,
13464,Uttar Pradesh,BARABANKI,2018,Kharif     ,Bajra,1280,1309,,,,
13465,Chhattisgarh,BASTAR,2016,Kharif     ,Mesta,80,130,,,,
13466,Maharashtra,JALGAON,2008,Summer     ,Groundnut,4400,3800,,,,
13467,Arunachal Pradesh,LOWER SUBANSIRI,2013,Kharif     ,Maize,1672,2189,,,,
13468,Mizoram,LUNGLEI,2014,Kharif     ,Potato,99,176,,,,
13469,Rajasthan,JAIPUR,2007,Whole Year ,Potato,7,5,,,,
13470,Karnataka,BANGALORE RURAL,2015,Rabi       ,Onion,8,67,,,,
13471,Odisha,GANJAM,2007,Kharif     ,Sunflower,30,10,,,,
13472,West Bengal,JALPAIGURI,2017,Kharif     ,Urad,1040,498,,,,
13473,Uttar Pradesh,MORADABAD,2017,Rabi       ,Barley,94,216,,,,
13474,Karnataka,BENGALURU URBAN,2011,Whole Year ,Arecanut,216,302,,,,
13475,Karnataka,TUMKUR,2009,Kharif     ,Dry ginger,4,54,,,,
13476,Rajasthan,SAWAI MADHOPUR,2016,Rabi       ,Peas & beans (Pulses),68,68,,,,
13477,Kerala,ALAPPUZHA,2010,Whole Year ,Tapioca,4121,70944,,,,
13478,Uttar Pradesh,BASTI,2014,Rabi       ,Potato,1054,23016,,,,
13479,Madhya Pradesh,SEONI,2020,Kharif     ,Rice,136546,281012,,,,
13480,Punjab,BATHINDA,2009,Whole Year ,Sugarcane,1000,70000,,,,
13481,Odisha,RAYAGADA,2022,Autumn     ,Maize,4454,6182.7,,,,
13482,Uttar Pradesh,FARRUKHABAD,2011,Kharif     ,Rice,12582,21304,,,,
13483,Tamil Nadu,DHARMAPURI,2010,Whole Year ,Coconut ,20229,155900,,,,
13484,Bihar,MUNGER,2022,Rabi       ,Wheat,14170,23133,,,,
13485,Gujarat,GANDHINAGAR,2011,Rabi       ,Small millets,400,100,,,,
13486,Haryana,FARIDABAD,2015,Rabi       ,Gram,4,0,,,,
13487,Punjab,LUDHIANA,2019,Kharif     ,Rice,257000,1094000,,,,
13488,Andhra Pradesh,GUNTUR,2015,Rabi       ,Maize,58000,517000,,,,
13489,Uttar Pradesh,SIDDHARTH NAGAR,2022,Rabi       ,Garlic,62,359,,,,
13490,Uttarakhand,ALMORA,2015,Rabi       ,Masoor,1321,528,,,,
13491,Andhra Pradesh,EAST GODAVARI,2010,Kharif     ,Sunflower,210,215,,,,
13492,Jammu and Kashmir ,DODA,2015,Kharif     ,Maize,25281,28850,,,,
13493,Uttar Pradesh,ETAWAH,2019,Summer     ,Sunflower,1,2,,,,
13494,Andhra Pradesh,PRAKASAM,2005,Kharif     ,Cotton(lint),39900,47500,,,,
13495,Gujarat,KHEDA,2010,Whole Year ,Guar seed,1300,400,,,,
13496,Haryana,BHIWANI,2007,Rabi       ,Barley,4507,13000,,,,
13497,Odisha,NUAPADA,2009,Kharif     ,Dry ginger,80,130,,,,
13498,Andhra Pradesh,PRAKASAM,2017,Kharif     ,Maize,244,605,,,,
13499,Maharashtra,YAVATMAL,2008,Kharif     ,Cotton(lint),447700,238200,,,,
13500,Karnataka,BAGALKOT,2018,Whole Year ,Coconut ,664,6347,,,,
13501,Odisha,KENDRAPARA,2009,Kharif     ,Jute,980,8134,,,,
13502,Madhya Pradesh,MORENA,2021,Kharif     ,Barley,1590,4163,,,,
13503,Assam,DHUBRI,2008,Whole Year ,Potato,5920,58100,,,,
13504,Bihar,PURBI CHAMPARAN,2015,Kharif     ,Small millets,1,1,,,,
13505,Madhya Pradesh,DHAR,2018,Whole Year ,Dry ginger,231,337,,,,
13506,Andhra Pradesh,KRISHNA,2012,Kharif     ,Sesamum,990,94,,,,
13507,Uttar Pradesh,MAU,2019,Kharif     ,Sweet potato,6,78,,,,
13508,Andhra Pradesh,SRIKAKULAM,2016,Kharif     ,Onion,37,622,,,,
13509,Bihar,SAMASTIPUR,2005,Rabi       ,Barley,162,167,,,,
13510,Bihar,MUZAFFARPUR,2006,Whole Year ,Dry chillies,111,162,,,,
13511,Chhattisgarh,DURG,2019,Kharif     ,Arhar/Tur,1400,668,,,,
13512,Mizoram,SAIHA,2015,Kharif     ,other oilseeds,211,62,,,,
13513,Uttar Pradesh,FAIZABAD,2016,Kharif     ,Sugarcane,19820,887222,,,,
13514,Telangana ,KARIMNAGAR,2022,Kharif     ,Moong(Green Gram),3044,1129,,,,
13515,Assam,DHEMAJI,2011,Whole Year ,Coconut ,118,517000,,,,
13516,Bihar,KAIMUR (BHABUA),2019,Rabi       ,Gram,6615,6172,,,,
13517,Uttar Pradesh,JAUNPUR,2022,Kharif     ,Bajra,6630,8217,,,,
13518,Madhya Pradesh,SEONI,2013,Whole Year ,Onion,463,10808,,,,
13519,Bihar,SARAN,2008,Rabi       ,Maize,5021,12447,,,,
13520,Bihar,SAMASTIPUR,2014,Rabi       ,Khesari,554,324,,,,
13521,Jharkhand,RANCHI,2014,Rabi       ,Arhar/Tur,1471.41,1168,,,,
13522,Telangana ,ADILABAD,2009,Whole Year ,Tobacco,69,169,,,,
13523,Uttar Pradesh,HATHRAS,2016,Summer     ,Maize,262,392,,,,
13524,Gujarat,JAMNAGAR,2009,Kharif     ,Urad,3400,3200,,,,
13525,Meghalaya,SOUTH GARO HILLS,2018,Rabi       ,Rice,267,369,,,,
13526,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Arhar/Tur,8180,8966,,,,
13527,Himachal Pradesh,SOLAN,2018,Whole Year ,Dry chillies,144,60,,,,
13528,Karnataka,MANDYA,2012,Rabi       ,Gram,49,37,,,,
13529,Manipur,CHANDEL,2008,Kharif     ,Rice,9410,11680,,,,
13530,Maharashtra,RAIGAD,2019,Kharif     ,Groundnut,100,100,,,,
13531,West Bengal,JALPAIGURI,2022,Rabi       ,Barley,10,14,,,,
13532,West Bengal,HOWRAH,2007,Winter     ,Rice,74379,122690,,,,
13533,Andhra Pradesh,KADAPA,2020,Rabi       ,Dry chillies,16,36,,,,
13534,Uttar Pradesh,MAHARAJGANJ,2022,Kharif     ,Arhar/Tur,301,109,,,,
13535,Karnataka,BANGALORE RURAL,2013,Kharif     ,Rice,9729,22181,,,,
13536,Karnataka,HAVERI,2007,Summer     ,Jowar,84,193,,,,
13537,Karnataka,MANDYA,2020,Rabi       ,Gram,42,27,,,,
13538,Madhya Pradesh,KHANDWA,2013,Rabi       ,Wheat,54883,92834,,,,
13539,Odisha,DEOGARH,2006,Summer     ,Rice,5027,5803,,,,
13540,Arunachal Pradesh,PAPUM PARE,2021,Whole Year ,Dry chillies,80,600,,,,
13541,Arunachal Pradesh,WEST KAMENG,2014,Whole Year ,Potato,259,2021,,,,
13542,Tamil Nadu,NAGAPATTINAM,2014,Whole Year ,Tobacco,326,540,,,,
13543,Nagaland,KOHIMA,2021,Kharif     ,Jowar,50,50,,,,
13544,Odisha,SUNDARGARH,2016,Winter     ,Horse-gram,3767,1284.5,,,,
13545,Karnataka,BENGALURU URBAN,2010,Rabi       ,Horse-gram,1502,1266,,,,
13546,Uttar Pradesh,KANPUR DEHAT,2015,Rabi       ,Wheat,119298,394367,,,,
13547,Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Maize,5692,22580,,,,
13548,Haryana,KURUKSHETRA,2020,Whole Year ,Coriander,1,1,,,,
13549,Maharashtra,JALNA,2011,Rabi       ,Other  Rabi pulses,300,100,,,,
13550,Punjab,TARN TARAN,2018,Kharif     ,Moong(Green Gram),900,600,,,,
